Id,Target
264,made
265,made
266,made
267,made
268,made
269,made
270,made
271,missed
272,missed
273,made
274,made
275,missed
276,made
277,made
278,missed
279,made
280,made
281,made
282,made
283,missed
284,missed
285,missed
286,missed
287,made
288,missed
289,made
290,made
291,missed
292,missed
293,made
294,missed
295,made
296,missed
297,missed
298,missed
299,missed
300,missed
301,missed
302,made
303,missed
304,made
305,missed
306,made
307,missed
308,missed
309,missed
310,missed
311,made
312,missed
313,made
314,missed
315,made
316,made
317,made
318,made
319,made
320,missed
321,missed
322,missed
323,made
324,missed
325,made
326,made
327,made
328,missed
329,missed
330,made
331,made
332,missed
333,made
334,missed
335,missed
336,made
337,missed
338,missed
339,missed
340,missed
341,missed
342,missed
343,missed
344,made
345,made
346,made
347,missed
348,made
349,missed
350,missed
351,missed
352,made
353,missed
354,missed
355,missed
356,missed
357,made
358,missed
359,missed
360,made
361,missed
362,missed
363,missed
364,missed
365,missed
366,made
367,made
368,missed
369,made
370,made
371,made
372,missed
373,missed
374,made
375,made
376,missed
377,made
378,missed
379,missed
380,missed
381,made
382,missed
383,missed
384,made
385,missed
386,missed
387,made
388,missed
389,made
390,missed
391,made
392,made
393,missed
394,missed
395,missed
396,missed
397,missed
398,missed
399,missed
400,missed
401,made
402,missed
403,missed
404,missed
405,missed
406,missed
407,missed
408,missed
409,missed
410,missed
411,made
412,missed
413,missed
414,missed
415,missed
416,made
417,made
418,made
419,missed
420,missed
421,missed
422,made
423,missed
424,made
425,missed
426,missed
427,missed
428,missed
429,missed
430,made
431,missed
432,made
433,made
434,missed
435,made
436,made
437,missed
438,missed
439,missed
440,made
441,made
442,made
443,missed
444,missed
445,missed
446,missed
447,made
448,missed
449,made
450,missed
451,missed
452,missed
453,made
454,made
455,missed
456,made
457,made
458,made
459,made
460,missed
461,missed
462,made
463,missed
464,missed
465,missed
466,made
467,missed
468,missed
469,missed
470,missed
471,made
472,made
473,made
474,made
475,missed
476,made
477,missed
478,missed
479,missed
480,missed
481,made
482,made
483,missed
484,missed
485,made
486,made
487,missed
488,made
489,missed
490,missed
491,made
492,made
493,missed
494,missed
495,made
496,made
497,missed
498,made
499,made
500,missed
501,missed
502,missed
503,made
504,made
505,made
506,missed
507,missed
508,missed
509,missed
510,missed
511,missed
512,missed
513,missed
514,missed
515,missed
516,missed
517,made
518,missed
519,made
520,missed
521,missed
522,made
523,made
524,missed
525,made
526,made
527,missed
528,made
529,missed
530,made
531,missed
532,made
533,missed
534,made
535,missed
536,missed
537,made
538,missed
539,missed
540,missed
541,made
542,missed
543,missed
544,missed
545,made
546,made
547,made
548,missed
549,made
550,made
551,missed
552,made
553,missed
554,missed
555,made
556,made
557,made
558,missed
559,missed
560,made
561,made
562,made
563,made
564,missed
565,missed
566,missed
567,missed
568,missed
569,made
570,made
571,missed
572,missed
573,made
574,made
575,missed
576,missed
577,missed
578,missed
579,missed
580,missed
581,made
582,made
583,missed
584,made
585,missed
586,missed
587,made
588,missed
589,made
590,made
591,missed
592,made
593,missed
594,missed
595,missed
596,made
597,missed
598,made
599,missed
600,missed
601,made
602,made
603,missed
604,missed
605,made
606,made
607,made
608,made
609,missed
610,missed
611,made
612,made
613,missed
614,missed
615,made
616,missed
617,made
618,missed
619,missed
620,missed
621,missed
622,made
623,made
624,missed
625,missed
626,made
627,missed
628,made
629,missed
630,missed
631,missed
632,made
633,missed
634,made
635,made
636,missed
637,missed
638,missed
639,made
640,made
641,missed
642,missed
643,missed
644,made
645,missed
646,made
647,made
648,missed
649,missed
650,missed
651,missed
652,missed
653,missed
654,made
655,made
656,made
657,missed
658,missed
659,missed
660,made
661,missed
662,made
663,missed
664,missed
665,missed
666,made
667,missed
668,made
669,made
670,missed
671,made
672,made
673,made
674,missed
675,missed
676,made
677,made
678,made
679,missed
680,missed
681,missed
682,made
683,missed
684,missed
685,made
686,made
687,made
688,missed
689,missed
690,made
691,missed
692,missed
693,missed
694,missed
695,made
696,missed
697,missed
698,made
699,missed
700,made
701,made
702,missed
703,made
704,missed
705,missed
706,made
707,missed
708,missed
709,missed
710,made
711,missed
712,missed
713,missed
714,made
715,missed
716,made
717,made
718,missed
719,made
720,made
721,made
722,missed
723,missed
724,made
725,made
726,made
727,missed
728,made
729,missed
730,missed
731,missed
732,missed
733,missed
734,missed
735,missed
736,made
737,made
738,made
739,made
740,made
741,made
742,made
743,missed
744,missed
745,missed
746,missed
747,made
748,missed
749,missed
750,made
751,missed
752,made
753,missed
754,missed
755,missed
756,made
757,missed
758,missed
759,missed
760,made
761,missed
762,missed
763,missed
764,missed
765,missed
766,made
767,missed
768,made
769,made
770,made
771,missed
772,made
773,missed
774,missed
775,made
776,missed
777,missed
778,missed
779,made
780,made
781,made
782,made
783,missed
784,made
785,missed
786,made
787,missed
788,missed
789,missed
790,missed
791,missed
792,made
793,missed
794,missed
795,missed
796,missed
797,made
798,missed
799,made
800,missed
801,made
802,missed
803,missed
804,missed
805,missed
806,made
807,missed
808,missed
809,missed
810,missed
811,made
812,made
813,missed
814,made
815,missed
816,made
817,made
818,missed
819,made
820,made
821,missed
822,missed
823,missed
824,missed
825,made
826,missed
827,missed
828,missed
829,made
830,missed
831,made
832,missed
833,missed
834,made
835,made
836,made
837,missed
838,missed
839,missed
840,missed
841,missed
842,made
843,missed
844,made
845,missed
846,made
847,missed
848,missed
849,missed
850,missed
851,made
852,missed
853,missed
854,made
855,missed
856,made
857,missed
858,missed
859,missed
860,missed
861,missed
862,made
863,missed
864,missed
865,made
866,missed
867,missed
868,made
869,made
870,missed
871,made
872,missed
873,missed
874,missed
875,made
876,missed
877,missed
878,made
879,missed
880,missed
881,missed
882,made
883,made
884,missed
885,missed
886,made
887,missed
888,missed
889,made
890,missed
891,made
892,missed
893,made
894,made
895,missed
896,made
897,made
898,made
899,made
900,made
901,made
902,made
903,missed
904,missed
905,missed
906,missed
907,made
908,made
909,made
910,missed
911,made
912,made
913,missed
914,missed
915,missed
916,missed
917,made
918,missed
919,made
920,made
921,missed
922,made
923,made
924,missed
925,missed
926,missed
927,missed
928,missed
929,missed
930,missed
931,made
932,missed
933,made
934,missed
935,made
936,made
937,missed
938,missed
939,missed
940,made
941,missed
942,made
943,missed
944,missed
945,missed
946,made
947,made
948,missed
949,made
950,missed
951,missed
952,missed
953,missed
954,made
955,missed
956,missed
957,missed
958,missed
959,missed
960,made
961,missed
962,missed
963,missed
964,made
965,missed
966,missed
967,made
968,missed
969,made
970,missed
971,missed
972,missed
973,missed
974,missed
975,missed
976,missed
977,missed
978,missed
979,made
980,missed
981,made
982,missed
983,missed
984,made
985,missed
986,missed
987,missed
988,made
989,made
990,missed
991,made
992,made
993,missed
994,made
995,missed
996,made
997,missed
998,missed
999,missed
1000,missed
1001,missed
1002,missed
1003,made
1004,made
1005,made
1006,missed
1007,missed
1008,made
1009,missed
1010,missed
1011,made
1012,missed
1013,made
1014,made
1015,made
1016,made
1017,missed
1018,missed
1019,missed
1020,made
1021,made
1022,missed
1023,missed
1024,missed
1025,missed
1026,missed
1027,missed
1028,missed
1029,missed
1030,missed
1031,made
1032,made
1033,made
1034,made
1035,missed
1036,missed
1037,made
1038,missed
1039,missed
1040,made
1041,made
1042,missed
1043,missed
1044,missed
1045,made
1046,missed
1047,missed
1048,missed
1049,missed
1050,missed
1051,made
1052,made
1053,made
1054,missed
1055,missed
1056,missed
1057,missed
1058,missed
1059,missed
1060,made
1061,made
1062,missed
1063,made
1064,made
1065,made
1066,missed
1067,made
1068,made
1069,missed
1070,made
1071,missed
1072,missed
1073,missed
1074,missed
1075,made
1076,missed
1077,missed
1078,missed
1079,missed
1080,missed
1081,missed
1082,made
1083,made
1084,missed
1085,made
1086,missed
1087,missed
1088,missed
1089,missed
1090,missed
1091,made
1092,made
1093,missed
1094,made
1095,missed
1096,made
1097,missed
1098,missed
1099,missed
1100,made
1101,missed
1102,made
1103,made
1104,missed
1105,missed
1106,made
1107,made
1108,missed
1109,missed
1110,made
1111,made
1112,missed
1113,made
1114,missed
1115,made
1116,missed
1117,made
1118,made
1119,made
1120,made
1121,missed
1122,missed
1123,missed
1124,missed
1125,made
1126,missed
1127,made
1128,made
1129,made
1130,missed
1131,missed
1132,missed
1133,made
1134,made
1135,missed
1136,missed
1137,made
1138,missed
1139,made
1140,missed
1141,missed
1142,missed
1143,missed
1144,made
1145,missed
1146,missed
1147,missed
1148,missed
1149,made
1150,missed
1151,made
1152,missed
1153,made
1154,missed
1155,missed
1156,missed
1157,missed
1158,made
1159,missed
1160,missed
1161,made
1162,made
1163,made
1164,missed
1165,missed
1166,missed
1167,missed
1168,missed
1169,made
1170,made
1171,missed
1172,missed
1173,missed
1174,missed
1175,made
1176,made
1177,missed
1178,made
1179,made
1180,missed
1181,made
1182,made
1183,missed
1184,missed
1185,missed
1186,made
1187,made
1188,missed
1189,missed
1190,missed
1191,missed
1192,missed
1193,made
1194,made
1195,missed
1196,made
1197,made
1198,made
1199,missed
1200,missed
1201,made
1202,missed
1203,missed
1204,missed
1205,missed
1206,made
1207,missed
1208,missed
1209,missed
1210,missed
1211,missed
1212,missed
1213,missed
1214,made
1215,made
1216,missed
1217,missed
1218,made
1219,missed
1220,missed
1221,missed
1222,made
1223,made
1224,missed
1225,made
1226,made
1227,made
1228,made
1229,missed
1230,made
1231,made
1232,made
1233,missed
1234,made
1235,missed
1236,missed
1237,missed
1238,missed
1239,missed
1240,missed
1241,missed
1242,missed
1243,missed
1244,missed
1245,missed
1246,missed
1247,missed
1248,made
1249,missed
1250,made
1251,missed
1252,made
1253,missed
1254,made
1255,missed
1256,missed
1257,missed
1258,made
1259,missed
1260,missed
1261,made
1262,made
1263,missed
1264,missed
1265,made
1266,missed
1267,missed
1268,missed
1269,made
1270,missed
1271,missed
1272,missed
1273,missed
1274,made
1275,missed
1276,missed
1277,missed
1278,missed
1279,missed
1280,missed
1281,missed
1282,made
1283,missed
1284,missed
1285,made
1286,missed
1287,missed
1288,missed
1289,missed
1290,made
1291,made
1292,missed
1293,missed
1294,missed
1295,missed
1296,missed
1297,missed
1298,missed
1299,made
1300,missed
1301,made
1302,missed
1303,made
1304,made
1305,made
1306,missed
1307,made
1308,made
1309,missed
1310,made
1311,missed
1312,missed
1313,made
1314,made
1315,missed
1316,made
1317,missed
1318,made
1319,missed
1320,missed
1321,missed
1322,made
1323,made
1324,missed
1325,missed
1326,missed
1327,made
1328,made
1329,made
1330,made
1331,missed
1332,made
1333,made
1334,missed
1335,made
1336,missed
1337,missed
1338,made
1339,missed
1340,missed
1341,made
1342,missed
1343,missed
1344,made
1345,missed
1346,made
1347,made
1348,missed
1349,made
1350,missed
1351,made
1352,missed
1353,missed
1354,missed
1355,made
1356,missed
1357,missed
1358,missed
1359,missed
1360,missed
1361,made
1362,made
1363,missed
1364,missed
1365,made
1366,missed
1367,missed
1368,made
1369,made
1370,missed
1371,made
1372,made
1373,made
1374,missed
1375,missed
1376,missed
1377,made
1378,missed
1379,made
1380,made
1381,missed
1382,missed
1383,made
1384,made
1385,missed
1386,missed
1387,missed
1388,missed
1389,missed
1390,made
1391,missed
1392,missed
1393,missed
1394,missed
1395,missed
1396,made
1397,made
1398,made
1399,missed
1400,made
1401,missed
1402,missed
1403,made
1404,missed
1405,missed
1406,made
1407,made
1408,made
1409,missed
1410,missed
1411,made
1412,made
1413,missed
1414,made
1415,missed
1416,made
1417,missed
1418,made
1419,missed
1420,made
1421,missed
1422,missed
1423,made
1424,missed
1425,missed
1426,made
1427,made
1428,missed
1429,missed
1430,made
1431,made
1432,missed
1433,made
1434,missed
1435,missed
1436,made
1437,missed
1438,missed
1439,missed
1440,missed
1441,made
1442,missed
1443,missed
1444,made
1445,made
1446,missed
1447,made
1448,missed
1449,missed
1450,missed
1451,made
1452,missed
1453,missed
1454,missed
1455,missed
1456,made
1457,missed
1458,missed
1459,missed
1460,missed
1461,made
1462,made
1463,made
1464,missed
1465,missed
1466,missed
1467,made
1468,missed
1469,made
1470,made
1471,made
1472,missed
1473,missed
1474,missed
1475,missed
1476,made
1477,missed
1478,missed
1479,missed
1480,made
1481,made
1482,missed
1483,missed
1484,missed
1485,made
1486,made
1487,made
1488,made
1489,missed
1490,missed
1491,missed
1492,made
1493,missed
1494,missed
1495,made
1496,missed
1497,made
1498,made
1499,missed
1500,made
1501,made
1502,missed
1503,missed
1504,made
1505,missed
1506,made
1507,made
1508,missed
1509,made
1510,missed
1511,made
1512,made
1513,missed
1514,made
1515,missed
1516,made
1517,missed
1518,missed
1519,made
1520,missed
1521,made
1522,made
1523,made
1524,missed
1525,made
1526,missed
1527,made
1528,missed
1529,made
1530,missed
1531,missed
1532,missed
1533,made
1534,missed
1535,missed
1536,made
1537,missed
1538,missed
1539,missed
1540,missed
1541,made
1542,made
1543,made
1544,missed
1545,made
1546,made
1547,made
1548,made
1549,made
1550,missed
1551,made
1552,made
1553,missed
1554,missed
1555,missed
1556,missed
1557,missed
1558,made
1559,made
1560,missed
1561,missed
1562,missed
1563,missed
1564,made
1565,missed
1566,made
1567,missed
1568,missed
1569,missed
1570,missed
1571,missed
1572,made
1573,made
1574,made
1575,missed
1576,missed
1577,missed
1578,missed
1579,made
1580,missed
1581,missed
1582,made
1583,missed
1584,missed
1585,made
1586,missed
1587,made
1588,missed
1589,missed
1590,missed
1591,made
1592,made
1593,missed
1594,missed
1595,made
1596,missed
1597,missed
1598,made
1599,missed
1600,missed
1601,missed
1602,missed
1603,missed
1604,missed
1605,missed
1606,missed
1607,made
1608,missed
1609,made
1610,made
1611,missed
1612,missed
1613,missed
1614,missed
1615,missed
1616,made
1617,missed
1618,made
1619,made
1620,missed
1621,missed
1622,missed
1623,made
1624,missed
1625,made
1626,missed
1627,missed
1628,missed
1629,made
1630,missed
1631,made
1632,missed
1633,made
1634,missed
1635,missed
1636,missed
1637,missed
1638,missed
1639,missed
1640,made
1641,missed
1642,made
1643,made
1644,made
1645,missed
1646,missed
1647,made
1648,made
1649,made
1650,made
1651,missed
1652,missed
1653,missed
1654,missed
1655,made
1656,missed
1657,made
1658,made
1659,missed
1660,missed
1661,missed
1662,missed
1663,missed
1664,missed
1665,missed
1666,missed
1667,made
1668,made
1669,missed
1670,made
1671,missed
1672,missed
1673,missed
1674,made
1675,missed
1676,missed
1677,missed
1678,missed
1679,missed
1680,missed
1681,made
1682,made
1683,made
1684,missed
1685,made
1686,missed
1687,missed
1688,made
1689,made
1690,missed
1691,missed
1692,missed
1693,missed
1694,made
1695,missed
1696,made
1697,made
1698,missed
1699,made
1700,missed
1701,missed
1702,missed
1703,missed
1704,missed
1705,made
1706,missed
1707,missed
1708,made
1709,missed
1710,missed
1711,missed
1712,made
1713,made
1714,made
1715,missed
1716,made
1717,made
1718,missed
1719,missed
1720,made
1721,made
1722,missed
1723,made
1724,missed
1725,missed
1726,made
1727,made
1728,made
1729,made
1730,missed
1731,made
1732,missed
1733,made
1734,missed
1735,made
1736,made
1737,missed
1738,made
1739,missed
1740,made
1741,missed
1742,made
1743,missed
1744,made
1745,made
1746,missed
1747,missed
1748,missed
1749,missed
1750,missed
1751,made
1752,missed
1753,missed
1754,missed
1755,missed
1756,made
1757,missed
1758,missed
1759,made
1760,made
1761,made
1762,made
1763,made
1764,missed
1765,missed
1766,made
1767,missed
1768,missed
1769,missed
1770,missed
1771,made
1772,missed
1773,made
1774,made
1775,made
1776,made
1777,made
1778,missed
1779,missed
1780,made
1781,missed
1782,missed
1783,made
1784,missed
1785,made
1786,missed
1787,missed
1788,made
1789,missed
1790,missed
1791,made
1792,missed
1793,made
1794,missed
1795,missed
1796,made
1797,made
1798,made
1799,made
1800,made
1801,made
1802,made
1803,made
1804,made
1805,made
1806,missed
1807,made
1808,made
1809,made
1810,missed
1811,missed
1812,missed
1813,missed
1814,missed
1815,missed
1816,made
1817,missed
1818,missed
1819,made
1820,made
1821,made
1822,missed
1823,missed
1824,missed
1825,made
1826,missed
1827,made
1828,made
1829,made
1830,missed
1831,missed
1832,missed
1833,made
1834,made
1835,missed
1836,missed
1837,missed
1838,made
1839,made
1840,missed
1841,missed
1842,made
1843,made
1844,missed
1845,missed
1846,missed
1847,missed
1848,made
1849,made
1850,made
1851,missed
1852,missed
1853,missed
1854,missed
1855,made
1856,missed
1857,missed
1858,made
1859,made
1860,missed
1861,missed
1862,made
1863,made
1864,missed
1865,made
1866,missed
1867,missed
1868,made
1869,made
1870,made
1871,missed
1872,missed
1873,missed
1874,made
1875,made
1876,made
1877,missed
1878,missed
1879,made
1880,made
1881,made
1882,missed
1883,made
1884,missed
1885,missed
1886,missed
1887,missed
1888,missed
1889,missed
1890,made
1891,missed
1892,made
1893,made
1894,missed
1895,missed
1896,missed
1897,missed
1898,missed
1899,missed
1900,made
1901,made
1902,made
1903,missed
1904,missed
1905,missed
1906,missed
1907,made
1908,missed
1909,missed
1910,missed
1911,missed
1912,made
1913,missed
1914,missed
1915,missed
1916,made
1917,missed
1918,missed
1919,missed
1920,missed
1921,made
1922,made
1923,made
1924,made
1925,missed
1926,missed
1927,missed
1928,missed
1929,missed
1930,missed
1931,missed
1932,missed
1933,missed
1934,missed
1935,made
1936,made
1937,missed
1938,missed
1939,missed
1940,missed
1941,made
1942,made
1943,made
1944,missed
1945,missed
1946,made
1947,missed
1948,made
1949,made
1950,missed
1951,made
1952,made
1953,made
1954,made
1955,missed
1956,made
1957,missed
1958,missed
1959,made
1960,made
1961,made
1962,missed
1963,made
1964,missed
1965,missed
1966,missed
1967,missed
1968,missed
1969,missed
1970,missed
1971,made
1972,made
1973,missed
1974,missed
1975,missed
1976,made
1977,missed
1978,missed
1979,missed
1980,missed
1981,missed
1982,made
1983,made
1984,missed
1985,made
1986,made
1987,made
1988,missed
1989,made
1990,missed
1991,made
1992,made
1993,missed
1994,made
1995,made
1996,made
1997,missed
1998,made
1999,made
2000,missed
2001,missed
2002,made
2003,missed
2004,missed
2005,missed
2006,made
2007,made
2008,made
2009,made
2010,missed
2011,made
2012,missed
2013,made
2014,made
2015,made
2016,made
2017,made
2018,missed
2019,made
2020,missed
2021,missed
2022,made
2023,made
2024,made
2025,missed
2026,made
2027,missed
2028,made
2029,made
2030,missed
2031,missed
2032,made
2033,missed
2034,made
2035,missed
2036,made
2037,made
2038,missed
2039,missed
2040,made
2041,made
2042,missed
2043,made
2044,missed
2045,missed
2046,missed
2047,missed
2048,missed
2049,missed
2050,missed
2051,missed
2052,missed
2053,missed
2054,missed
2055,made
2056,made
2057,made
2058,missed
2059,made
2060,missed
2061,missed
2062,missed
2063,missed
2064,made
2065,missed
2066,missed
2067,missed
2068,missed
2069,missed
2070,missed
2071,missed
2072,made
2073,made
2074,missed
2075,made
2076,missed
2077,missed
2078,made
2079,made
2080,made
2081,missed
2082,made
2083,missed
2084,missed
2085,missed
2086,missed
2087,missed
2088,missed
2089,missed
2090,missed
2091,missed
2092,missed
2093,missed
2094,made
2095,made
2096,missed
2097,made
2098,missed
2099,missed
2100,made
2101,made
2102,made
2103,missed
2104,missed
2105,missed
2106,missed
2107,missed
2108,missed
2109,missed
2110,made
2111,made
2112,made
2113,made
2114,missed
2115,missed
2116,missed
2117,missed
2118,missed
2119,missed
2120,made
2121,made
2122,made
2123,missed
2124,made
2125,missed
2126,missed
2127,made
2128,missed
2129,made
2130,missed
2131,missed
2132,made
2133,made
2134,missed
2135,made
2136,made
2137,missed
2138,missed
2139,made
2140,missed
2141,missed
2142,missed
2143,missed
2144,missed
2145,missed
2146,missed
2147,missed
2148,missed
2149,made
2150,made
2151,made
2152,missed
2153,missed
2154,missed
2155,missed
2156,made
2157,made
2158,made
2159,missed
2160,missed
2161,made
2162,made
2163,missed
2164,made
2165,missed
2166,missed
2167,missed
2168,made
2169,made
2170,made
2171,missed
2172,missed
2173,missed
2174,made
2175,missed
2176,made
2177,made
2178,missed
2179,missed
2180,missed
2181,missed
2182,missed
2183,made
2184,made
2185,made
2186,made
2187,made
2188,missed
2189,missed
2190,made
2191,made
2192,missed
2193,missed
2194,missed
2195,made
2196,made
2197,made
2198,missed
2199,made
2200,missed
2201,made
2202,made
2203,made
2204,missed
2205,missed
2206,made
2207,missed
2208,made
2209,made
2210,made
2211,made
2212,missed
2213,made
2214,missed
2215,missed
2216,missed
2217,missed
2218,missed
2219,missed
2220,missed
2221,missed
2222,missed
2223,made
2224,made
2225,made
2226,made
2227,made
2228,made
2229,missed
2230,made
2231,made
2232,missed
2233,made
2234,made
2235,made
2236,missed
2237,missed
2238,missed
2239,missed
2240,made
2241,made
2242,missed
2243,missed
2244,made
2245,missed
2246,missed
2247,made
2248,made
2249,missed
2250,made
2251,missed
2252,made
2253,missed
2254,missed
2255,made
2256,missed
2257,made
2258,made
2259,made
2260,missed
2261,made
2262,made
2263,missed
2264,made
2265,missed
2266,missed
2267,made
2268,missed
2269,missed
2270,made
2271,made
2272,missed
2273,made
2274,missed
2275,missed
2276,made
2277,made
2278,made
2279,missed
2280,missed
2281,missed
2282,made
2283,missed
2284,made
2285,made
2286,missed
2287,missed
2288,made
2289,missed
2290,missed
2291,made
2292,missed
2293,made
2294,made
2295,missed
2296,made
2297,made
2298,made
2299,missed
2300,made
2301,missed
2302,missed
2303,made
2304,missed
2305,made
2306,missed
2307,missed
2308,made
2309,made
2310,made
2311,made
2312,missed
2313,missed
2314,missed
2315,made
2316,made
2317,missed
2318,made
2319,missed
2320,made
2321,missed
2322,made
2323,made
2324,missed
2325,made
2326,missed
2327,made
2328,missed
2329,missed
2330,made
2331,missed
2332,missed
2333,missed
2334,missed
2335,missed
2336,made
2337,missed
2338,missed
2339,missed
2340,made
2341,missed
2342,made
2343,missed
2344,made
2345,missed
2346,made
2347,made
2348,made
2349,made
2350,missed
2351,made
2352,made
2353,missed
2354,made
2355,missed
2356,made
2357,missed
2358,missed
2359,missed
2360,made
2361,made
2362,made
2363,missed
2364,missed
2365,missed
2366,made
2367,made
2368,missed
2369,made
2370,made
2371,missed
2372,made
2373,made
2374,made
2375,made
2376,made
2377,missed
2378,made
2379,made
2380,missed
2381,missed
2382,made
2383,made
2384,made
2385,made
2386,missed
2387,missed
2388,missed
2389,missed
2390,missed
2391,missed
2392,made
2393,missed
2394,missed
2395,missed
2396,made
2397,made
2398,missed
2399,missed
2400,made
2401,made
2402,made
2403,made
2404,missed
2405,missed
2406,made
2407,made
2408,made
2409,made
2410,missed
2411,made
2412,missed
2413,made
2414,made
2415,missed
2416,missed
2417,missed
2418,missed
2419,missed
2420,made
2421,missed
2422,missed
2423,missed
2424,missed
2425,missed
2426,missed
2427,missed
2428,made
2429,missed
2430,missed
2431,made
2432,made
2433,missed
2434,missed
2435,missed
2436,missed
2437,missed
2438,missed
2439,made
2440,missed
2441,missed
2442,missed
2443,made
2444,made
2445,made
2446,made
2447,missed
2448,made
2449,missed
2450,made
2451,missed
2452,missed
2453,missed
2454,made
2455,missed
2456,made
2457,made
2458,missed
2459,made
2460,made
2461,made
2462,made
2463,missed
2464,missed
2465,missed
2466,missed
2467,made
2468,missed
2469,made
2470,missed
2471,missed
2472,made
2473,missed
2474,made
2475,missed
2476,missed
2477,missed
2478,made
2479,made
2480,missed
2481,missed
2482,made
2483,made
2484,missed
2485,made
2486,missed
2487,missed
2488,made
2489,missed
2490,missed
2491,made
2492,missed
2493,made
2494,missed
2495,missed
2496,missed
2497,made
2498,missed
2499,missed
2500,missed
2501,missed
2502,missed
2503,missed
2504,missed
2505,missed
2506,made
2507,made
2508,made
2509,made
2510,missed
2511,made
2512,missed
2513,missed
2514,made
2515,missed
2516,made
2517,missed
2518,missed
2519,made
2520,made
2521,missed
2522,made
2523,missed
2524,missed
2525,missed
2526,missed
2527,missed
2528,missed
2529,made
2530,missed
2531,missed
2532,missed
2533,missed
2534,missed
2535,missed
2536,made
2537,missed
2538,made
2539,made
2540,made
2541,missed
2542,missed
2543,missed
2544,missed
2545,missed
2546,missed
2547,made
2548,missed
2549,missed
2550,missed
2551,made
2552,missed
2553,made
2554,made
2555,made
2556,missed
2557,missed
2558,made
2559,missed
2560,missed
2561,missed
2562,made
2563,made
2564,made
2565,missed
2566,missed
2567,made
2568,missed
2569,missed
2570,missed
2571,made
2572,made
2573,made
2574,made
2575,made
2576,missed
2577,made
2578,made
2579,made
2580,missed
2581,made
2582,missed
2583,made
2584,missed
2585,made
2586,made
2587,missed
2588,made
2589,made
2590,missed
2591,made
2592,missed
2593,missed
2594,made
2595,made
2596,missed
2597,missed
2598,made
2599,made
2600,made
2601,made
2602,missed
2603,missed
2604,made
2605,made
2606,missed
2607,made
2608,missed
2609,made
2610,made
2611,made
2612,made
2613,made
2614,missed
2615,made
2616,made
2617,missed
2618,missed
2619,made
2620,missed
2621,made
2622,made
2623,made
2624,missed
2625,made
2626,missed
2627,missed
2628,missed
2629,made
2630,made
2631,missed
2632,made
2633,missed
2634,missed
2635,missed
2636,made
2637,missed
2638,made
2639,missed
2640,missed
2641,made
2642,made
2643,made
2644,missed
2645,missed
2646,missed
2647,missed
2648,missed
2649,missed
2650,missed
2651,made
2652,missed
2653,missed
2654,made
2655,made
2656,missed
2657,made
2658,missed
2659,made
2660,missed
2661,missed
2662,made
2663,missed
2664,made
2665,made
2666,missed
2667,made
2668,missed
2669,missed
2670,made
2671,missed
2672,made
2673,made
2674,missed
2675,made
2676,made
2677,made
2678,missed
2679,made
2680,missed
2681,missed
2682,made
2683,missed
2684,missed
2685,missed
2686,made
2687,missed
2688,missed
2689,missed
2690,made
2691,missed
